manajemen_map_wisata_depok
Taman Alun-Alun Depok,-6.4396883,106.8233628
Taman Bakti Jaya Depok,-6.3806639,106.8493163
Depok City Hall Park,-6.393676,106.81966
Taman Bedahan Depok,-6.4180054,106.7557863
Taman Beji Timur,-6.3818993,106.819547
Bonsai Garden Margonda,-6.3751213,106.8118919
Taman Bukit Cinere,-6.3395265,106.7704935
Taman Cilodong,-6.4244029,106.8368553
